blank,,blank2,,blank3,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
535.0097046,0.003644853132,535.0097046,0.003771058982,535.0097046,0.003647933481,
533.9904785,0.003816130105,533.9904785,0.003869615728,533.9904785,0.003806441789,
533.008728,0.003994031809,533.008728,0.003894271562,533.008728,0.003895760281,
531.9890747,0.0047406503,531.9890747,0.004686560016,531.9890747,0.00470508635,
531.006958,0.005460242741,531.006958,0.005369396415,531.006958,0.005286115222,
529.9867554,0.006072260439,529.9867554,0.005956275389,529.9867554,0.005938194226,
529.0042114,0.005939217284,529.0042114,0.005898727104,529.0042114,0.005895132665,
527.9835205,0.006038713735,527.9835205,0.006088404916,527.9835205,0.006130671594,
527.0005493,0.006891653407,527.0005493,0.006850311533,527.0005493,0.006917532999,
526.017334,0.007305444218,526.017334,0.007262325846,526.017334,0.007277093362,
524.9959717,0.007891519926,524.9959717,0.007864449173,524.9959717,0.007840726525,
524.0123291,0.008339908905,524.0123291,0.00831167493,524.0123291,0.008360254578,
522.9906006,0.008890999481,522.9906006,0.008823392913,522.9906006,0.008961841464,
522.0065308,0.009497899562,522.0065308,0.009458954446,522.0065308,0.009295566939,
520.984314,0.009598055854,520.984314,0.009767752141,520.984314,0.009690374136,
519.9998169,0.01022947952,519.9998169,0.01024328824,519.9998169,0.0101536084,
519.0150146,0.01040644944,519.0150146,0.01045056991,519.0150146,0.01047013979,
517.9921265,0.01082867384,517.9921265,0.01077878196,517.9921265,0.0108237369,
517.006958,0.01135125943,517.006958,0.01117735729,517.006958,0.01118476782,
515.9836426,0.01157701574,515.9836426,0.01161827799,515.9836426,0.01167661604,
514.9980469,0.01211160235,514.9980469,0.01217240281,514.9980469,0.01207644213,
514.0122681,0.01228465419,514.0122681,0.01228382904,514.0122681,0.01228982024,
512.9882813,0.0126756588,512.9882813,0.01258406322,512.9882813,0.01255699061,
512.0020752,0.01285616122,512.0020752,0.01284714881,512.0020752,0.01277823001,
511.015625,0.01309262589,511.015625,0.01308710407,511.015625,0.01311396901,
509.9909363,0.01324591972,509.9909363,0.01330215391,509.9909363,0.01329951175,
509.0040894,0.01350222342,509.0040894,0.01344476175,509.0040894,0.01330786664,
508.0169983,0.0137305446,508.0169983,0.01373009011,508.0169983,0.01369266026,
506.9917297,0.01388120372,506.9917297,0.01395281032,506.9917297,0.01401945576,
506.0042419,0.01396906283,506.0042419,0.01395398658,506.0042419,0.01396221947,
505.0164795,0.01407621894,505.0164795,0.01406509522,505.0164795,0.01411223691,
503.9906006,0.01413191855,503.9906006,0.01417093724,503.9906006,0.01411106065,
