trial1,,
Wavelength (nm),Abs,
799.9968262,0.02442920022,
798.9871826,0.02435513213,
798.0119019,0.02416037396,
797.0014038,0.02577047236,
795.9905396,0.02291093394,
795.0140991,0.0247263331,
794.0025024,0.02391025797,
792.9903564,0.02420156263,
792.0128784,0.02434056811,
790.999939,0.02358107641,
789.9866333,0.02398572676,
789.0079956,0.0247833617,
787.9938965,0.02516422793,
787.0144653,0.02425586805,
785.9996338,0.02261498384,
784.984375,0.02389021032,
784.0037842,0.02226378396,
782.9877319,0.02206593007,
782.0064087,0.02121419646,
780.989563,0.02183718793,
780.0075684,0.02307698689,
778.9899292,0.02094208263,
778.0071411,0.02265114523,
776.9887695,0.02064329013,
776.005188,0.02060496248,
774.9860229,0.02248301916,
774.001709,0.02264443599,
773.0169678,0.02226539142,
771.9967041,0.02085456625,
771.0112305,0.02068816498,
769.9902344,0.02246055566,
769.0039673,0.02202309109,
768.0174561,0.02167522721,
766.9953003,0.02023862116,
766.0079346,0.02006364614,
764.9850464,0.02181464992,
763.9970093,0.02091301605,
763.008667,0.02131043002,
761.9845581,0.02041844279,
760.9954224,0.01987275295,
760.0059814,0.01911840402,
759.0161133,0.01974671148,
757.9904785,0.01889804937,
757,0.01956351288,
756.0089722,0.01949812286,
754.9822998,0.01889080368,
753.9906616,0.01864391938,
752.9986572,0.01864481159,
752.0062866,0.01787656732,
751.0135498,0.01795957424,
749.9849854,0.01724918,
748.9915771,0.01695291884,
747.9978027,0.01671154425,
747.0036621,0.01641054079,
746.0090942,0.01558803394,
745.0142822,0.01527359616,
743.9835205,0.0140925562,
742.987915,0.01516373269,
741.9920654,0.01416275371,
740.9957886,0.01326636318,
739.9992065,0.01321637724,
739.0021973,0.0121537149,
738.0048828,0.01237783767,
737.0072021,0.0118592307,
736.0091553,0.01171243563,
735.0108032,0.01103273034,
734.012085,0.01063646376,
733.0130615,0.009303633124,
732.0136719,0.009722694755,
731.013916,0.008741665632,
730.0137939,0.008610653691,
729.0133057,0.007282358129,
728.0125732,0.007962488569,
727.0114746,0.006945992354,
726.0100098,0.007166549098,
725.0081787,0.006879108492,
724.0060425,0.006766667124,
723.00354,0.007425977383,
722.0007935,0.006410314236,
720.9975586,0.00696024904,
719.9940186,0.007558660116,
718.9901733,0.007999243215,
717.9859009,0.00784507487,
717.017334,0.00812450517,
716.0124512,0.00844428502,
715.0072632,0.009277927689,
714.00177,0.009328916669,
712.9958496,0.0103449421,
711.989624,0.0109515693,
710.9831543,0.01190347318,
710.012207,0.01210409682,
709.0049438,0.01373802498,
707.9973755,0.01391092408,
706.989563,0.01485265605,
706.017395,0.01598121971,
705.0088501,0.01638962701,
704,0.01797292754,
702.9907837,0.01871699095,
702.017334,0.01840422489,
701.0074463,0.02048812434,
699.9973145,0.02091918327,
698.9868164,0.02168842405,
698.012085,0.02237595059,
697.0009155,0.02319676243,
695.9894409,0.02442098409,
695.0137939,0.02492565103,
694.0016479,0.02562436461,
692.9891968,0.02612545714,
692.0125732,0.02655719593,
690.9995117,0.02704429626,
689.986084,0.02817542106,
689.0085449,0.0278031677,
687.9944458,0.02947851829,
687.0162964,0.02960187383,
686.0015869,0.02920500003,
684.9865723,0.03009412251,
684.0074463,0.03119206429,
682.9918823,0.03036184423,
682.012146,0.0315237008,
680.9958496,0.03173783049,
680.015625,0.03242199495,
678.9985962,0.03222129866,
678.0177612,0.03270176426,
677.0001221,0.03341453522,
675.9822998,0.03400814533,
675.0004883,0.03398429602,
673.9819946,0.03404028341,
672.9995728,0.0341434069,
672.0168457,0.03421160206,
670.9974365,0.0349451229,
670.0140991,0.03552085534,
668.9940796,0.03512858599,
668.0101318,0.03464088961,
666.9894409,0.03445331752,
666.0049438,0.03381536156,
664.9836426,0.03406427801,
663.9985962,0.0343645215,
663.0131836,0.0352297239,
661.9909058,0.03418754414,
661.0050049,0.03434216604,
659.9821777,0.03465504944,
658.9955444,0.03406985104,
658.008728,0.03419953212,
656.9849854,0.03473226726,
655.9974976,0.0344078131,
655.0097656,0.03542748839,
653.9851074,0.03525933996,
652.9967651,0.03558772057,
652.0081787,0.03526723012,
650.982605,0.03488500789,
649.9934082,0.03555302322,
649.0039673,0.03487485275,
648.0141602,0.03524884209,
646.9874268,0.03497304022,
645.9971313,0.03433179855,
645.0064697,0.03515446559,
644.015564,0.03544765338,
642.9876099,0.0359845683,
641.9960938,0.03581845388,
641.0043945,0.03598816693,
640.0123291,0.03528432921,
638.9831543,0.03498120606,
637.9906006,0.03551565856,
636.9976196,0.03487863764,
636.0044556,0.03573862463,
635.0110474,0.03566901013,
634.0172729,0.03518522903,
632.9864502,0.03530976549,
631.9921265,0.03537730128,
630.9975586,0.03518674523,
630.0026245,0.03477957472,
629.0075073,0.03562230989,
628.012085,0.03512386978,
627.0163574,0.03499203548,
625.9835205,0.03496372327,
624.9873047,0.03473490477,
623.9907227,0.03485415131,
622.9939575,0.03523764014,
621.9968872,0.03500724211,
620.9995117,0.03497214243,
620.0018921,0.03466071188,
619.0040283,0.03529819846,
618.0058594,0.03549970314,
617.0073853,0.03481499851,
616.008728,0.03511014581,
615.0097656,0.03558637202,
614.010498,0.03555987775,
613.0109863,0.03632714599,
612.0112305,0.0359817557,
611.0111084,0.03548206389,
610.0108032,0.03559746966,
609.0101929,0.03567378968,
608.0093384,0.03564391658,
607.0082397,0.03624973074,
606.0068359,0.03531588987,
605.005188,0.03536334261,
604.0032959,0.03533590958,
603.0010986,0.03515381739,
601.9985962,0.03542170301,
600.9959106,0.0353205204,
599.9929199,0.0353820771,
598.989624,0.03514211625,
597.9862061,0.03507310152,
596.9824219,0.03495354205,
596.015625,0.03507360816,
595.0112305,0.03520204499,
594.0067139,0.03458390012,
593.0019531,0.03434673324,
591.9969482,0.03404607996,
590.9915771,0.03422440216,
589.9859619,0.03424244002,
589.017395,0.03347045183,
588.0112915,0.0344462581,
587.0048828,0.03323123977,
585.9983521,0.03425042331,
584.9914551,0.03358717263,
583.984375,0.03303678706,
583.0143433,0.03310925141,
582.0066528,0.03322570398,
580.9987793,0.0329794772,
579.9907227,0.03361505643,
578.9822388,0.03277539834,
578.0109863,0.03279783949,
577.0021362,0.03235556185,
575.992981,0.03259242326,
574.9835815,0.03254434839,
574.0114136,0.0323047787,
573.0014648,0.03237804025,
571.991333,0.03199210763,
571.0183105,0.0312225204,
570.0077515,0.03194841743,
568.9967651,0.03093005531,
567.9857178,0.03131835535,
567.0117798,0.03094801307,
566.0001831,0.03071096167,
564.9882813,0.03042753041,
564.0136719,0.02999922261,
563.0013428,0.02973810025,
561.9887695,0.02910567075,
561.0134277,0.02915724367,
560.0003052,0.02914813533,
558.9869385,0.02848223411,
558.0109253,0.02849951014,
556.9971313,0.02801618725,
555.9830933,0.02740354836,
555.0063477,0.02743109316,
553.9918213,0.02716732025,
553.0146484,0.02671562135,
551.9995728,0.0267348364,
550.984375,0.02661793306,
550.0064697,0.02672283351,
548.9907837,0.02639519982,
548.0124512,0.0263681598,
546.9962158,0.02607394196,
546.017395,0.02611036412,
545.0007324,0.02628254145,
543.9838867,0.02621252835,
543.0043945,0.02650736459,
541.9870605,0.02709653229,
541.0071411,0.02666530199,
539.9892578,0.02671922743,
539.0089111,0.0274709668,
537.9905396,0.02784285322,
537.0097656,0.02799098007,
535.9909058,0.02836626954,
535.0097046,0.02864058875,
533.9904785,0.02907334268,
533.008728,0.02920137346,
531.9890747,0.03001791798,
531.006958,0.03042983636,
529.9867554,0.03101075813,
529.0042114,0.03109397739,
527.9835205,0.03114848211,
527.0005493,0.03196449205,
526.017334,0.03248247132,
524.9959717,0.03280320019,
524.0123291,0.03366862237,
522.9906006,0.03346706927,
522.0065308,0.03445197269,
520.984314,0.03471706808,
519.9998169,0.03537454829,
519.0150146,0.0353760086,
517.9921265,0.03593144938,
517.006958,0.03658815101,
515.9836426,0.03679107502,
514.9980469,0.03737823293,
514.0122681,0.0375254415,
512.9882813,0.0378254056,
512.0020752,0.03795070201,
511.015625,0.03850868344,
509.9909363,0.03869569674,
509.0040894,0.03864286467,
508.0169983,0.0389094837,
506.9917297,0.0393463932,
506.0042419,0.03961355612,
505.0164795,0.0396618247,
503.9906006,0.03969764709,
503.0025024,0.03954743221,
502.0140991,0.03952313215,
500.9876099,0.0393964164,
499.9988708,0.0393348299,
499.0098267,0.0396409519,
497.982666,0.03937966377,
496.9932556,0.03913949803,
496.0036621,0.03920125589,
495.013916,0.03903809935,
493.9858704,0.03906103969,
492.9956665,0.03889193013,
492.0053406,0.03805588931,
491.0147095,0.0379531309,
489.9858398,0.03807897493,
488.9948425,0.03817591071,
488.0036316,0.03747602552,
487.0122681,0.03735207766,
485.9824829,0.03743979707,
484.9906921,0.03753910214,
483.9986877,0.03685991094,
483.0065613,0.03685779497,
482.0141296,0.03685635701,
480.983429,0.03717957437,
479.9906616,0.0374173075,
478.9976501,0.03743051365,
478.0044861,0.03796827421,
477.0111389,0.03836176172,
476.0175476,0.03860073537,
474.9855652,0.03897565603,
473.9916382,0.03989266232,
472.997467,0.03990583122,
472.0031433,0.04081206396,
471.0086365,0.04120102525,
470.0138245,0.04185440391,
469.0189514,0.04264190793,
467.9855957,0.04315340146,
466.9902344,0.04369684309,
465.994751,0.04432727396,
464.9990845,0.04492362589,
464.0032043,0.04537926987,
463.0071411,0.04625269398,
462.0108643,0.04709570855,
461.0144653,0.0474730432,
460.0178223,0.04758569971,
458.9826965,0.04830757901,
457.9856873,0.04898171872,
456.9884644,0.0496122092,
455.9910889,0.04979207739,
454.9935303,0.05043412745,
453.9957581,0.05066157132,
452.9978333,0.05099555105,
451.9997253,0.05104524642,
451.0014343,0.05111597478,
450.0029297,0.05127222463,
449.0042419,0.0513763763,
448.0054016,0.05165323615,
447.0063477,0.05182493478,
446.0071716,0.05202684551,
445.0077515,0.05214624107,
444.0081482,0.05238825083,
443.0083923,0.05288743973,
442.0084839,0.05306199938,
441.0083923,0.05318179354,
440.0080566,0.05314879119,
439.0075684,0.05341214687,
438.0069275,0.05337289348,
437.006073,0.05369938537,
436.0050659,0.05351739749,
435.0038757,0.05379275233,
434.002533,0.053289067,
433.0009766,0.05351192132,
431.9992371,0.05373371765,
430.997406,0.05324294791,
429.9952698,0.05358867347,
428.993042,0.05327025056,
427.9906006,0.05351628363,
426.9880371,0.05333071575,
425.9852295,0.0534651652,
424.9823303,0.05330498889,
424.0177917,0.05333741754,
423.0144958,0.05339739099,
422.0111084,0.05318873003,
421.0074158,0.05293171108,
420.0036316,0.05304479972,
418.9996948,0.05299192294,
417.9955139,0.05302637443,
416.9912109,0.0529057458,
415.9867554,0.05260964856,
414.9821472,0.05241219699,
414.0159607,0.05271286517,
413.0109253,0.05238614604,
412.0058289,0.05217481777,
411.0004883,0.05175435916,
409.9949951,0.05192510784,
408.9893799,0.05189400911,
407.983551,0.05162661895,
407.0162659,0.05154586956,
406.0101624,0.05150413141,
405.0038452,0.05134654045,
403.997406,0.05151386559,
402.9907227,0.05169740692,
401.9839478,0.05164387822,
401.0157471,0.05190360546,
400.008606,0.05178617314,
399.0013428,0.05148300156,
397.9938965,0.05148588866,
396.9862671,0.05165428668,
396.0172729,0.05182301253,
395.0093689,0.0513407439,
394.0012817,0.05182831734,
392.993042,0.05195999891,
391.9846497,0.05175838247,
391.0148926,0.05208299309,
390.0061951,0.05216664448,
388.9972839,0.05285662413,
387.9882202,0.05282361805,
387.0178833,0.05317994952,
386.0085754,0.05321029201,
384.999054,0.05345383286,
383.9894104,0.05306103453,
383.0184631,0.05391151831,
382.0084839,0.05397444591,
380.9983521,0.05457760021,
379.9880676,0.05467526615,
379.0165405,0.05471410975,
378.0059509,0.05488473177,
376.9952393,0.05562020838,
375.984375,0.0563230738,
375.012207,0.05661209673,
374.0010376,0.05726423115,
372.9896851,0.05809819698,
372.0171204,0.05887975171,
371.0055237,0.05909214541,
369.9937134,0.06011644006,
368.9818115,0.06023807824,
368.0086365,0.06039961427,
366.9964294,0.0609241277,
365.9840393,0.06132046878,
365.0104675,0.0615934208,
363.9978333,0.062612243,
362.9850159,0.06234152243,
362.0109863,0.06253837049,
360.9979248,0.06313734502,
359.9846497,0.06360601634,
359.0102539,0.0640931651,
357.9967346,0.06386010349,
356.9830322,0.06435047835,
356.0081787,0.06450352073,
354.9942322,0.06446135789,
354.019165,0.06425859779,
353.0048828,0.06482803822,
351.9904785,0.06486801058,
351.0149536,0.06507378817,
350.0003052,0.06529907882,
348.9855042,0.06558661163,
348.0095825,0.06605323404,
346.9945068,0.06577298045,
346.0183105,0.06574782729,
345.0029297,0.06564056873,
343.9874573,0.06591570377,
343.0108643,0.06596192718,
341.9950562,0.06564842165,
341.018219,0.06532768905,
340.0021667,0.0658018291,
338.9859619,0.06588868052,
338.008728,0.06623506546,
336.9922485,0.06654192507,
336.01474,0.06660128385,
334.9980469,0.06659832597,
333.9811401,0.06648653746,
333.0032654,0.06672698259,
331.986145,0.06614693999,
331.0080261,0.06634709239,
329.9906006,0.06615881622,
329.012207,0.06659313291,
327.9945374,0.06662689894,
327.0158997,0.06635342538,
325.9979858,0.06714213639,
325.0190735,0.06677639484,
324.000885,0.06704639643,
322.9825745,0.06710878015,
322.0032959,0.06762135029,
320.9847107,0.06792298704,
320.005188,0.06732451171,
318.9863892,0.06788730621,
318.0066223,0.06868429482,
316.9875488,0.06925553083,
316.0075073,0.06957343966,
314.9881897,0.06999132037,
314.0079651,0.07074707001,
312.9883728,0.07082357258,
312.0078735,0.07142112404,
310.9880371,0.07131403685,
310.0073242,0.07197795063,
308.9872437,0.07239714265,
308.0062561,0.072897017,
306.9859314,0.07348458469,
306.0047302,0.07415723056,
304.9841614,0.07481775433,
304.0027466,0.07536260039,
302.9819031,0.07527528703,
302.0002441,0.07560814172,
301.0184326,0.07596421987,
299.9972839,0.07667737454,

trial1,
trial1
Collection Time: 2/26/2025 3:06:43 PM
Operator Name  :
Scan Version 5.1.3.1042
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  300.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.00
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  Off
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 2/26/2025 1:30:17 PM
Method Modifications:
UVVIS SAT Changed: 2/26/2025 1:32:06 PM, Old:0.0125, New:0.1000
Common SAT Changed: 2/26/2025 1:32:06 PM, Old:0.0125, New:0.1000
X Stop nm Changed: 2/26/2025 1:32:10 PM, Old:  200.0, New:  300.0
Common Interval nm Changed: 2/26/2025 1:32:10 PM, Old:     5.00, New:     1.00
UVVIS SAT Changed: 2/26/2025 2:56:33 PM, Old:0.1000, New:0.0125
Common SAT Changed: 2/26/2025 2:56:33 PM, Old:0.1000, New:0.0125
End Method Modifications
<Current Wavelength> , 331.0

