trial1,,trial2,,trial3,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
799.9968262,0.01597192697,799.9968262,0.01498727966,799.9968262,0.01489061397,
798.9871826,0.01559731737,798.9871826,0.01575836912,798.9871826,0.01587007567,
798.0119019,0.01542240474,798.0119019,0.01540298667,798.0119019,0.01557461824,
797.0014038,0.01513636485,797.0014038,0.01565640606,797.0014038,0.01556283887,
795.9905396,0.0152682336,795.9905396,0.01585181803,795.9905396,0.01509787608,
795.0140991,0.01524193212,795.0140991,0.01586535014,795.0140991,0.01510870364,
794.0025024,0.01559307799,794.0025024,0.01619706303,794.0025024,0.01582741365,
792.9903564,0.01522817835,792.9903564,0.01509272959,792.9903564,0.01493921224,
792.0128784,0.01542806439,792.0128784,0.01548098773,792.0128784,0.01540218201,
790.999939,0.01496147644,790.999939,0.01596972533,790.999939,0.01515354682,
789.9866333,0.01457282621,789.9866333,0.01571931504,789.9866333,0.01512902044,
789.0079956,0.01477541029,789.0079956,0.01563150436,789.0079956,0.01542742085,
787.9938965,0.01456982829,787.9938965,0.01550628431,787.9938965,0.0147204306,
787.0144653,0.01481092442,787.0144653,0.01549354196,787.0144653,0.01501310989,
785.9996338,0.01439728215,785.9996338,0.01485238783,785.9996338,0.01486128103,
784.984375,0.01503947843,784.984375,0.01521163713,784.984375,0.01519839372,
784.0037842,0.01542219054,784.0037842,0.01502902806,784.0037842,0.01470013335,
782.9877319,0.01428448316,782.9877319,0.01468832511,782.9877319,0.01451971941,
782.0064087,0.01493438985,782.0064087,0.01509530284,782.0064087,0.01516962983,
780.989563,0.01462992933,780.989563,0.01489562355,780.989563,0.01493961364,
780.0075684,0.01375141088,780.0075684,0.01469327789,780.0075684,0.01401392184,
778.9899292,0.01428335905,778.9899292,0.01493880991,778.9899292,0.01506338362,
778.0071411,0.01485426351,778.0071411,0.01448222157,778.0071411,0.0143383909,
776.9887695,0.01459349319,776.9887695,0.01495472435,776.9887695,0.01463330258,
776.005188,0.0147682596,776.005188,0.01481612027,776.005188,0.01526582055,
774.9860229,0.01436212286,774.9860229,0.0145631358,774.9860229,0.01452416275,
774.001709,0.01455997769,774.001709,0.0146401301,774.001709,0.01417155284,
773.0169678,0.0148630226,773.0169678,0.01510937419,773.0169678,0.01487092488,
771.9967041,0.01470013335,771.9967041,0.01444705576,771.9967041,0.01487456821,
771.0112305,0.01505043916,771.0112305,0.01525525749,771.0112305,0.01510438882,
769.9902344,0.01482597739,769.9902344,0.01480291598,769.9902344,0.0150218457,
769.0039673,0.01558408979,769.0039673,0.01581232622,769.0039673,0.0150172906,
768.0174561,0.01550008729,768.0174561,0.01555173192,768.0174561,0.01562307775,
766.9953003,0.01572237536,766.9953003,0.01611305028,766.9953003,0.0157583151,
766.0079346,0.01622498222,766.0079346,0.01636774652,766.0079346,0.01636962779,
764.9850464,0.01683829539,764.9850464,0.0170109272,764.9850464,0.01681652665,
763.9970093,0.01649522968,763.9970093,0.01682037488,763.9970093,0.01665645465,
763.008667,0.01656320877,763.008667,0.01755367778,763.008667,0.01689079963,
761.9845581,0.01669532433,761.9845581,0.01712379046,761.9845581,0.01674748585,
760.9954224,0.01734400168,760.9954224,0.01692979783,760.9954224,0.01700233854,
760.0059814,0.0167455487,760.0059814,0.01638373919,760.0059814,0.0168675743,
759.0161133,0.01609118283,759.0161133,0.01628294773,759.0161133,0.01589066908,
757.9904785,0.01551532559,757.9904785,0.01550384331,757.9904785,0.01578907855,
757,0.0152354436,757,0.01564645022,757,0.01530840062,
756.0089722,0.01530660409,756.0089722,0.01465316862,756.0089722,0.01502168551,
754.9822998,0.01478199847,754.9822998,0.01473893505,754.9822998,0.01491440367,
753.9906616,0.01427067909,753.9906616,0.01428833511,753.9906616,0.01439061947,
752.9986572,0.01429039519,752.9986572,0.01431725454,752.9986572,0.01378652081,
752.0062866,0.01432988234,752.0062866,0.0144640496,752.0062866,0.01404865179,
751.0135498,0.01407707389,751.0135498,0.01437049732,751.0135498,0.01419377793,
749.9849854,0.01357366145,749.9849854,0.01356626302,749.9849854,0.01401475072,
748.9915771,0.01344094332,748.9915771,0.01375269331,748.9915771,0.0138200298,
747.9978027,0.01306368131,747.9978027,0.01360712759,747.9978027,0.01355085336,
747.0036621,0.0132212881,747.0036621,0.01311498322,747.0036621,0.01327327546,
746.0090942,0.01226452366,746.0090942,0.01241491456,746.0090942,0.01261401549,
745.0142822,0.01209608465,745.0142822,0.01217261516,745.0142822,0.01236851607,
743.9835205,0.01146377716,743.9835205,0.01193077117,743.9835205,0.01170456409,
742.987915,0.0108405631,742.987915,0.01087565068,742.987915,0.01075826958,
741.9920654,0.009974093176,741.9920654,0.0099051781,741.9920654,0.009867176414,
740.9957886,0.008740345016,740.9957886,0.008684935048,740.9957886,0.008918240666,
739.9992065,0.008216721006,739.9992065,0.008344737813,739.9992065,0.008304049261,
739.0021973,0.00707668718,739.0021973,0.007232109085,739.0021973,0.007326610386,
738.0048828,0.006776474416,738.0048828,0.006711850874,738.0048828,0.006308211014,
737.0072021,0.005986797623,737.0072021,0.00574598508,737.0072021,0.006099010818,
736.0091553,0.005478094798,736.0091553,0.005298431031,736.0091553,0.005265966058,
735.0108032,0.00484793447,735.0108032,0.004469220527,735.0108032,0.004607595969,
734.012085,0.004204390105,734.012085,0.0041546789,734.012085,0.004117333796,
733.0130615,0.003608021885,733.0130615,0.003463023808,733.0130615,0.003683149582,
732.0136719,0.003065805882,732.0136719,0.003208715701,732.0136719,0.003337585833,
731.013916,0.002494715387,731.013916,0.002482296899,731.013916,0.002494012471,
730.0137939,0.002205275698,730.0137939,0.002384314546,730.0137939,0.002381867962,
729.0133057,0.001574101625,729.0133057,0.00168783078,729.0133057,0.001882021315,
728.0125732,0.001221956103,728.0125732,0.00135278271,728.0125732,0.001607045415,
727.0114746,0.001339332201,727.0114746,0.001336657675,727.0114746,0.001481440966,
726.0100098,0.001171572832,726.0100098,0.001168951276,726.0100098,0.001134561258,
725.0081787,0.0008944523288,725.0081787,0.0010437069,725.0081787,0.001190079725,
724.0060425,0.000717037532,724.0060425,0.0008631965611,724.0060425,0.0007662790013,
723.00354,0.0009307170403,723.00354,0.0008885900606,723.00354,0.001007847954,
722.0007935,0.0007055253373,722.0007935,0.0007163893315,722.0007935,0.0009807869792,
720.9975586,0.0008623146568,720.9975586,0.0009256065823,720.9975586,0.0010055647,
719.9940186,0.001432819641,719.9940186,0.001529340399,719.9940186,0.001564878854,
718.9901733,0.001412744052,718.9901733,0.001247837907,718.9901733,0.00135592476,
717.9859009,0.002015127568,717.9859009,0.001982880756,717.9859009,0.002167707542,
717.017334,0.002077469137,717.017334,0.002160631353,717.017334,0.00230025081,
716.0124512,0.002850474324,716.0124512,0.002762699267,716.0124512,0.002911919728,
715.0072632,0.003312022658,715.0072632,0.00345924031,715.0072632,0.003389499383,
714.00177,0.003700040746,714.00177,0.003803934902,714.00177,0.003820752492,
712.9958496,0.004697838333,712.9958496,0.004725602921,712.9958496,0.004779488314,
711.989624,0.005133771803,711.989624,0.005136103369,711.989624,0.005258655641,
710.9831543,0.005912844557,710.9831543,0.006135371048,710.9831543,0.006172601599,
710.012207,0.00666495366,710.012207,0.006852178834,710.012207,0.006797772367,
709.0049438,0.007558686659,709.0049438,0.007467847783,709.0049438,0.007598646916,
707.9973755,0.00836838223,707.9973755,0.008524822071,707.9973755,0.008621426299,
706.989563,0.008907037787,706.989563,0.008841990493,706.989563,0.009101682343,
706.017395,0.01030093711,706.017395,0.01027305238,706.017395,0.01011487003,
705.0088501,0.01083225664,705.0088501,0.01084680017,705.0088501,0.01091329008,
704,0.01163888443,704,0.01174929645,704,0.01173235476,
702.9907837,0.01276018284,702.9907837,0.01273922995,702.9907837,0.01278756093,
702.017334,0.01320492942,702.017334,0.01329572219,702.017334,0.01328966301,
701.0074463,0.01443145424,701.0074463,0.0141386576,701.0074463,0.01433483232,
699.9973145,0.01533795148,699.9973145,0.01531419251,699.9973145,0.01536557358,
698.9868164,0.01555465627,698.9868164,0.01562882029,698.9868164,0.01556018274,
698.012085,0.01622353122,698.012085,0.01638080925,698.012085,0.01642887481,
697.0009155,0.01712023653,697.0009155,0.0172528699,697.0009155,0.01742962748,
695.9894409,0.01830293424,695.9894409,0.01831262745,695.9894409,0.01797446609,
695.0137939,0.01862178929,695.0137939,0.01865586266,695.0137939,0.01876647957,
694.0016479,0.01955327764,694.0016479,0.01946579665,694.0016479,0.01962999627,
692.9891968,0.02048231661,692.9891968,0.02025489509,692.9891968,0.02036914788,
692.0125732,0.02059755102,692.0125732,0.02074325457,692.0125732,0.02093553543,
690.9995117,0.02150900103,690.9995117,0.02164600231,690.9995117,0.02174287848,
689.986084,0.02225100622,689.986084,0.02226481959,689.986084,0.02227471024,
689.0085449,0.02285666019,689.0085449,0.02237962931,689.0085449,0.02268635482,
687.9944458,0.02310944535,687.9944458,0.02311220393,687.9944458,0.0231568981,
687.0162964,0.02384213172,687.0162964,0.02362704836,687.0162964,0.02398282662,
686.0015869,0.02421283908,686.0015869,0.02404635213,686.0015869,0.02433731034,
684.9865723,0.024734281,684.9865723,0.02485114336,684.9865723,0.02474357001,
684.0074463,0.025236018,684.0074463,0.02551726066,684.0074463,0.02533457428,
