Time (µs) - Sample 5 [Steady state] test1;Correlation Coefficient (g₂-1) - Sample 5 [Steady state] test1;;Time (µs) - Sample 5 [Steady state] test2;Correlation Coefficient (g₂-1) - Sample 5 [Steady state] test2;;Time (µs) - Sample 5 [Steady state] test3;Correlation Coefficient (g₂-1) - Sample 5 [Steady state] test3;;;;Size (d.nm) - Sample 5 [Steady state] test1;Intensity (Percent) - Sample 5 [Steady state] test1;;Size (d.nm) - Sample 5 [Steady state] test2;Intensity (Percent) - Sample 5 [Steady state] test2;;Size (d.nm) - Sample 5 [Steady state] test3;Intensity (Percent) - Sample 5 [Steady state] test3;;;;Size (d.nm) - Sample 5 [Steady state] test1;Number (Percent) - Sample 5 [Steady state] test1;;Size (d.nm) - Sample 5 [Steady state] test2;Number (Percent) - Sample 5 [Steady state] test2;;Size (d.nm) - Sample 5 [Steady state] test3;Number (Percent) - Sample 5 [Steady state] test3;;;;Size (d.nm) - Sample 5 [Steady state] test1;Volume (Percent) - Sample 5 [Steady state] test1;;Size (d.nm) - Sample 5 [Steady state] test2;Volume (Percent) - Sample 5 [Steady state] test2;;Size (d.nm) - Sample 5 [Steady state] test3;Volume (Percent) - Sample 5 [Steady state] test3
28,8;0,383;;28,8;0,3412;;28,8;0,4211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30,4;0,3722;;30,4;0,3312;;30,4;0,4105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;0,3624;;32;0,3216;;32;0,4007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33,6;0,3534;;33,6;0,3125;;33,6;0,3913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35,2;0,3453;;35,2;0,3045;;35,2;0,3831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36,8;0,3377;;36,8;0,2968;;36,8;0,3753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38,4;0,3307;;38,4;0,2901;;38,4;0,3686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;0,3237;;40;0,2837;;40;0,3621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41,6;0,3171;;41,6;0,2776;;41,6;0,356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43,2;0,3112;;43,2;0,2716;;43,2;0,3501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44,8;0,3056;;44,8;0,2656;;44,8;0,3445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46,4;0,3001;;46,4;0,2602;;46,4;0,3395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;0,2954;;48;0,2555;;48;0,3346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49,6;0,291;;49,6;0,2507;;49,6;0,3298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51,2;0,2874;;51,2;0,2468;;51,2;0,3257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54,4;0,2805;;54,4;0,2388;;54,4;0,3182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57,6;0,2741;;57,6;0,232;;57,6;0,311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60,8;0,2678;;60,8;0,2253;;60,8;0,3042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;0,2616;;64;0,2192;;64;0,2981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67,2;0,2553;;67,2;0,2134;;67,2;0,2928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70,4;0,2497;;70,4;0,2078;;70,4;0,2879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73,6;0,2446;;73,6;0,2029;;73,6;0,2837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76,8;0,2402;;76,8;0,1985;;76,8;0,2792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;0,2355;;80;0,1946;;80;0,2751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83,2;0,2307;;83,2;0,191;;83,2;0,2709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86,4;0,2268;;86,4;0,1871;;86,4;0,2674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89,6;0,2232;;89,6;0,1832;;89,6;0,2642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92,8;0,2198;;92,8;0,1797;;92,8;0,2611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;0,2163;;96;0,1763;;96;0,2579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99,2;0,213;;99,2;0,1731;;99,2;0,2549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102,4;0,2099;;102,4;0,1697;;102,4;0,252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108,8;0,2041;;108,8;0,164;;108,8;0,2465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115,2;0,1986;;115,2;0,1592;;115,2;0,2408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121,6;0,1938;;121,6;0,1547;;121,6;0,2359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;0,1891;;128;0,1506;;128;0,2311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134,4;0,1853;;134,4;0,1464;;134,4;0,2264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140,8;0,1816;;140,8;0,1427;;140,8;0,222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147,2;0,1778;;147,2;0,1389;;147,2;0,2178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153,6;0,1741;;153,6;0,1351;;153,6;0,2144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;0,1704;;160;0,1317;;160;0,2114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166,4;0,1669;;166,4;0,1287;;166,4;0,2085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172,8;0,1634;;172,8;0,1263;;172,8;0,2056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179,2;0,1602;;179,2;0,1242;;179,2;0,2029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185,6;0,1572;;185,6;0,1216;;185,6;0,2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;0,1547;;192;0,1193;;192;0,1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198,4;0,1524;;198,4;0,1168;;198,4;0,1956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204,8;0,1502;;204,8;0,1149;;204,8;0,1937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217,6;0,1462;;217,6;0,111;;217,6;0,1903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230,4;0,1426;;230,4;0,1078;;230,4;0,1866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243,2;0,1395;;243,2;0,1047;;243,2;0,1832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;0,1362;;256;0,1018;;256;0,1799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268,8;0,1331;;268,8;0,09909;;268,8;0,1773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281,6;0,1303;;281,6;0,09675;;281,6;0,175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294,4;0,1276;;294,4;0,09455;;294,4;0,1733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307,2;0,125;;307,2;0,09254;;307,2;0,1715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;0,1225;;320;0,09107;;320;0,1698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332,8;0,1203;;332,8;0,09008;;332,8;0,168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345,6;0,1189;;345,6;0,08925;;345,6;0,1666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358,4;0,1178;;358,4;0,08786;;358,4;0,1653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371,2;0,1169;;371,2;0,08637;;371,2;0,164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384;0,1157;;384;0,08464;;384;0,1626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396,8;0,1148;;396,8;0,0832;;396,8;0,1615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
409,6;0,1136;;409,6;0,08168;;409,6;0,1605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435,2;0,1117;;435,2;0,07925;;435,2;0,159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460,8;0,1099;;460,8;0,07728;;460,8;0,1577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486,4;0,109;;486,4;0,07578;;486,4;0,1564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
512;0,1076;;512;0,07458;;512;0,155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
537,6;0,1061;;537,6;0,0737;;537,6;0,1536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
563,2;0,1044;;563,2;0,07289;;563,2;0,1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
588,8;0,1027;;588,8;0,0723;;588,8;0,1515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
614,4;0,1014;;614,4;0,07194;;614,4;0,151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
640;0,09999;;640;0,07141;;640;0,1505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
665,6;0,09929;;665,6;0,07082;;665,6;0,1498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691,2;0,09802;;691,2;0,0704;;691,2;0,1491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
716,8;0,097;;716,8;0,06986;;716,8;0,1487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742,4;0,09584;;742,4;0,0694;;742,4;0,1482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
768;0,09515;;768;0,06897;;768;0,1473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
793,6;0,09442;;793,6;0,06915;;793,6;0,1461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
819,2;0,09385;;819,2;0,06889;;819,2;0,1455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
870,4;0,09342;;870,4;0,06737;;870,4;0,1448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
921,6;0,09336;;921,6;0,06603;;921,6;0,1439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
972,8;0,09329;;972,8;0,06541;;972,8;0,1425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1024;0,0924;;1024;0,0649;;1024;0,1411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1075;0,09128;;1075;0,06401;;1075;0,1401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1126;0,09004;;1126;0,06337;;1126;0,1393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1178;0,08961;;1178;0,06245;;1178;0,1389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1229;0,08911;;1229;0,06192;;1229;0,139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1280;0,08891;;1280;0,06082;;1280;0,1388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1331;0,08879;;1331;0,06023;;1331;0,1384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1382;0,08882;;1382;0,05998;;1382;0,1374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1434;0,08875;;1434;0,05958;;1434;0,1371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1485;0,08815;;1485;0,05891;;1485;0,1364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1536;0,08803;;1536;0,05825;;1536;0,136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1587;0,0876;;1587;0,05881;;1587;0,1353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1638;0,08781;;1638;0,05904;;1638;0,1347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1741;0,08727;;1741;0,05873;;1741;0,1333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;0,08651;;1843;0,05788;;1843;0,1321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1946;0,08534;;1946;0,05769;;1946;0,1319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2048;0,08399;;2048;0,05806;;2048;0,1316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2150;0,08358;;2150;0,05829;;2150;0,1312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2253;0,08267;;2253;0,05854;;2253;0,1301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2355;0,0826;;2355;0,05827;;2355;0,1292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2458;0,08178;;2458;0,05829;;2458;0,1278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2560;0,08194;;2560;0,05821;;2560;0,1264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2662;0,0814;;2662;0,05783;;2662;0,1248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2765;0,08082;;2765;0,05728;;2765;0,124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2867;0,07959;;2867;0,05703;;2867;0,1237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2970;0,07909;;2970;0,05737;;2970;0,123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3072;0,07859;;3072;0,05751;;3072;0,1222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3174;0,07832;;3174;0,05749;;3174;0,1214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3277;0,07781;;3277;0,05686;;3277;0,1209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3482;0,07695;;3482;0,05548;;3482;0,1199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3686;0,07604;;3686;0,0542;;3686;0,1188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3891;0,0745;;3891;0,05318;;3891;0,1179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4096;0,0734;;4096;0,0523;;4096;0,1173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4301;0,07189;;4301;0,05145;;4301;0,1167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4506;0,07075;;4506;0,05072;;4506;0,1164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4710;0,06959;;4710;0,05041;;4710;0,1161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4915;0,06909;;4915;0,05078;;4915;0,1159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5120;0,06871;;5120;0,05091;;5120;0,1149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5325;0,06845;;5325;0,05082;;5325;0,1136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5530;0,06765;;5530;0,0501;;5530;0,1127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5734;0,06653;;5734;0,04953;;5734;0,112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5939;0,06551;;5939;0,04897;;5939;0,1109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6144;0,06421;;6144;0,04899;;6144;0,1094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6349;0,06339;;6349;0,04888;;6349;0,108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6554;0,06285;;6554;0,04892;;6554;0,107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6963;0,06253;;6963;0,04746;;6963;0,1057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7373;0,06212;;7373;0,04694;;7373;0,1041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7782;0,06093;;7782;0,04632;;7782;0,1023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8192;0,05951;;8192;0,04567;;8192;0,0998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8602;0,05698;;8602;0,0444;;8602;0,09776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9011;0,05411;;9011;0,04298;;9011;0,09574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9421;0,05149;;9421;0,04202;;9421;0,09363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9830;0,04932;;9830;0,04116;;9830;0,09188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,02E+04;0,04789;;1,02E+04;0,04017;;1,02E+04;0,09048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,07E+04;0,04631;;1,07E+04;0,03897;;1,07E+04;0,09008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,11E+04;0,04528;;1,11E+04;0,03753;;1,11E+04;0,08932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,15E+04;0,04418;;1,15E+04;0,0361;;1,15E+04;0,08777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,19E+04;0,04345;;1,19E+04;0,03506;;1,19E+04;0,08525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,23E+04;0,04187;;1,23E+04;0,03431;;1,23E+04;0,0829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,27E+04;0,04054;;1,27E+04;0,03348;;1,27E+04;0,08115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,31E+04;0,03928;;1,31E+04;0,03246;;1,31E+04;0,0794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,39E+04;0,03738;;1,39E+04;0,03009;;1,39E+04;0,0756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,48E+04;0,03532;;1,48E+04;0,02849;;1,48E+04;0,07104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,56E+04;0,03372;;1,56E+04;0,02676;;1,56E+04;0,06632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,64E+04;0,03229;;1,64E+04;0,0251;;1,64E+04;0,06162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,72E+04;0,02993;;1,72E+04;0,02313;;1,72E+04;0,05702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,80E+04;0,02658;;1,80E+04;0,02187;;1,80E+04;0,05283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,88E+04;0,02405;;1,88E+04;0,02079;;1,88E+04;0,04864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,97E+04;0,02197;;1,97E+04;0,01962;;1,97E+04;0,04472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,05E+04;0,02022;;2,05E+04;0,018;;2,05E+04;0,04099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,13E+04;0,01816;;2,13E+04;0,01654;;2,13E+04;0,03717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,21E+04;0,01638;;2,21E+04;0,01494;;2,21E+04;0,03367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,29E+04;0,01505;;2,29E+04;0,01356;;2,29E+04;0,03017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,38E+04;0,01429;;2,38E+04;0,01266;;2,38E+04;0,0273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,46E+04;0,01324;;2,46E+04;0,01195;;2,46E+04;0,02478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,54E+04;0,01231;;2,54E+04;0,01098;;2,54E+04;0,02243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,62E+04;0,01107;;2,62E+04;0,009857;;2,62E+04;0,02007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,79E+04;0,009676;;2,79E+04;0,008196;;2,79E+04;0,01637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,95E+04;0,008407;;2,95E+04;0,007109;;2,95E+04;0,01341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,11E+04;0,007776;;3,11E+04;0,005696;;3,11E+04;0,01102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,28E+04;0,007599;;3,28E+04;0,004559;;3,28E+04;0,008941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,44E+04;0,007286;;3,44E+04;0,003802;;3,44E+04;0,007125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,60E+04;0,006777;;3,60E+04;0,003426;;3,60E+04;0,005697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,77E+04;0,006061;;3,77E+04;0,003491;;3,77E+04;0,004492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,93E+04;0,00579;;3,93E+04;0,003657;;3,93E+04;0,003718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,10E+04;0,005665;;4,10E+04;0,003848;;4,10E+04;0,003354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,26E+04;0,005912;;4,26E+04;0,003676;;4,26E+04;0,003018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,42E+04;0,005984;;4,42E+04;0,003269;;4,42E+04;0,002572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,59E+04;0,006113;;4,59E+04;0,002986;;4,59E+04;0,001994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,75E+04;0,00597;;4,75E+04;0,002755;;4,75E+04;0,001609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,92E+04;0,00597;;4,92E+04;0,002574;;4,92E+04;0,001416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,08E+04;0,005665;;5,08E+04;0,002165;;5,08E+04;0,001456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,24E+04;0,005522;;5,24E+04;0,002063;;5,24E+04;0,001369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,57E+04;0,004856;;5,57E+04;0,001901;;5,57E+04;0,001301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,90E+04;0,004269;;5,90E+04;0,001933;;5,90E+04;0,001291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,23E+04;0,003248;;6,23E+04;0,001863;;6,23E+04;0,001723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,55E+04;0,002553;;6,55E+04;0,001623;;6,55E+04;0,002037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,88E+04;0,001992;;6,88E+04;0,001533;;6,88E+04;0,002482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,21E+04;0,001981;;7,21E+04;0,001745;;7,21E+04;0,002828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,54E+04;0,001806;;7,54E+04;0,001824;;7,54E+04;0,003384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,86E+04;0,001649;;7,86E+04;0,00197;;7,86E+04;0,00385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,19E+04;0,001134;;8,19E+04;0,001855;;8,19E+04;0,00408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,52E+04;0,001274;;8,52E+04;0,002212;;8,52E+04;0,004328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,85E+04;0,001526;;8,85E+04;0,00264;;8,85E+04;0,004389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,18E+04;0,001987;;9,18E+04;0,00296;;9,18E+04;0,004263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,50E+04;0,00204;;9,50E+04;0,003235;;9,50E+04;0,004338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,83E+04;0,002131;;9,83E+04;0,003576;;9,83E+04;0,004495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,02E+05;0,001966;;1,02E+05;0,003899;;1,02E+05;0,005069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,05E+05;0,001814;;1,05E+05;0,004165;;1,05E+05;0,005481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,11E+05;0,001263;;1,11E+05;0,004201;;1,11E+05;0,006239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,18E+05;0,001236;;1,18E+05;0,0044;;1,18E+05;0,006438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,25E+05;0,001952;;1,25E+05;0,00479;;1,25E+05;0,00586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,31E+05;0,003067;;1,31E+05;0,005708;;1,31E+05;0,005127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,38E+05;0,004297;;1,38E+05;0,006451;;1,38E+05;0,004081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,44E+05;0,004812;;1,44E+05;0,00682;;1,44E+05;0,003088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,51E+05;0,004366;;1,51E+05;0,006584;;1,51E+05;0,002311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,57E+05;0,003423;;1,57E+05;0,006234;;1,57E+05;0,002014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,64E+05;0,0023;;1,64E+05;0,005553;;1,64E+05;0,002255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,70E+05;0,001598;;1,70E+05;0,005035;;1,70E+05;0,002741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,77E+05;0,001811;;1,77E+05;0,004509;;1,77E+05;0,003399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,84E+05;0,002625;;1,84E+05;0,004127;;1,84E+05;0,004016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,90E+05;0,003918;;1,90E+05;0,003525;;1,90E+05;0,004258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,97E+05;0,004534;;1,97E+05;0,002717;;1,97E+05;0,00397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,03E+05;0,004752;;2,03E+05;0,00202;;2,03E+05;0,003639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,10E+05;0,004565;;2,10E+05;0,001586;;2,10E+05;0,003225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,23E+05;0,004324;;2,23E+05;0,0022;;2,23E+05;0,003567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,36E+05;0,004925;;2,36E+05;0,003298;;2,36E+05;0,004152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
