Time (µs) - Sample 4 [Steady state] test1;Correlation Coefficient (g₂-1) - Sample 4 [Steady state] test1;;Time (µs) - Sample 4 [Steady state] test2;Correlation Coefficient (g₂-1) - Sample 4 [Steady state] test2;;Time (µs) - Sample 4 [Steady state] test3;Correlation Coefficient (g₂-1) - Sample 4 [Steady state] test3;;;;Size (d.nm) - Sample 4 [Steady state] test1;Intensity (Percent) - Sample 4 [Steady state] test1;;Size (d.nm) - Sample 4 [Steady state] test2;Intensity (Percent) - Sample 4 [Steady state] test2;;Size (d.nm) - Sample 4 [Steady state] test3;Intensity (Percent) - Sample 4 [Steady state] test3;;;;Size (d.nm) - Sample 4 [Steady state] test1;Number (Percent) - Sample 4 [Steady state] test1;;Size (d.nm) - Sample 4 [Steady state] test2;Number (Percent) - Sample 4 [Steady state] test2;;Size (d.nm) - Sample 4 [Steady state] test3;Number (Percent) - Sample 4 [Steady state] test3;;;;Size (d.nm) - Sample 4 [Steady state] test1;Volume (Percent) - Sample 4 [Steady state] test1;;Size (d.nm) - Sample 4 [Steady state] test2;Volume (Percent) - Sample 4 [Steady state] test2;;Size (d.nm) - Sample 4 [Steady state] test3;Volume (Percent) - Sample 4 [Steady state] test3
172,8;0,2011;;172,8;0,2589;;172,8;0,2221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179,2;0,194;;179,2;0,2516;;179,2;0,2148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185,6;0,1872;;185,6;0,245;;185,6;0,208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;0,1807;;192;0,2387;;192;0,2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198,4;0,1745;;198,4;0,233;;198,4;0,1956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204,8;0,169;;204,8;0,2277;;204,8;0,1901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217,6;0,1589;;217,6;0,2181;;217,6;0,1802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230,4;0,1498;;230,4;0,2092;;230,4;0,1713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243,2;0,1414;;243,2;0,2013;;243,2;0,1629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;0,1341;;256;0,1939;;256;0,1554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268,8;0,1275;;268,8;0,1872;;268,8;0,1486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281,6;0,1216;;281,6;0,1809;;281,6;0,1427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294,4;0,1162;;294,4;0,1751;;294,4;0,1373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307,2;0,1111;;307,2;0,1698;;307,2;0,1324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;0,1065;;320;0,1647;;320;0,1277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332,8;0,1021;;332,8;0,1601;;332,8;0,1234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345,6;0,09792;;345,6;0,1559;;345,6;0,1193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358,4;0,094;;358,4;0,1523;;358,4;0,1156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371,2;0,0904;;371,2;0,1491;;371,2;0,1122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384;0,08707;;384;0,146;;384;0,109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396,8;0,08408;;396,8;0,143;;396,8;0,106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
409,6;0,08133;;409,6;0,1402;;409,6;0,1032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435,2;0,07669;;435,2;0,1348;;435,2;0,09826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460,8;0,07243;;460,8;0,1298;;460,8;0,09373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486,4;0,06854;;486,4;0,1255;;486,4;0,08998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
512;0,06531;;512;0,1217;;512;0,08683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
537,6;0,06256;;537,6;0,1183;;537,6;0,08399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
563,2;0,0605;;563,2;0,1148;;563,2;0,08124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
588,8;0,05852;;588,8;0,1115;;588,8;0,07858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
614,4;0,05659;;614,4;0,1086;;614,4;0,0764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
640;0,0546;;640;0,106;;640;0,07457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
665,6;0,05281;;665,6;0,1035;;665,6;0,07326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691,2;0,05117;;691,2;0,101;;691,2;0,07217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
716,8;0,04963;;716,8;0,09879;;716,8;0,07095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742,4;0,04835;;742,4;0,09671;;742,4;0,0695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
768;0,04736;;768;0,09516;;768;0,068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
793,6;0,04663;;793,6;0,09376;;793,6;0,0667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
819,2;0,04586;;819,2;0,09262;;819,2;0,06558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
870,4;0,04421;;870,4;0,09033;;870,4;0,06317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
921,6;0,04226;;921,6;0,08811;;921,6;0,0607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
972,8;0,04017;;972,8;0,0864;;972,8;0,05837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1024;0,03848;;1024;0,08536;;1024;0,05679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1075;0,03729;;1075;0,08464;;1075;0,05569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1126;0,03661;;1126;0,08394;;1126;0,05476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1178;0,03613;;1178;0,08313;;1178;0,05374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1229;0,03573;;1229;0,08215;;1229;0,05283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1280;0,03535;;1280;0,08138;;1280;0,05181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1331;0,03487;;1331;0,08087;;1331;0,05115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1382;0,03487;;1382;0,08075;;1382;0,05093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1434;0,03515;;1434;0,08036;;1434;0,05101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1485;0,03505;;1485;0,07949;;1485;0,05081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1536;0,03446;;1536;0,07825;;1536;0,05019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1587;0,03375;;1587;0,07664;;1587;0,04983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1638;0,03348;;1638;0,07536;;1638;0,04962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1741;0,03352;;1741;0,07356;;1741;0,04972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;0,03307;;1843;0,07265;;1843;0,04957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1946;0,03206;;1946;0,07188;;1946;0,04929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2048;0,03065;;2048;0,07109;;2048;0,0489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2150;0,03005;;2150;0,06999;;2150;0,04872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2253;0,03114;;2253;0,06877;;2253;0,04831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2355;0,03243;;2355;0,06722;;2355;0,04728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2458;0,03363;;2458;0,0658;;2458;0,04585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2560;0,03368;;2560;0,06461;;2560;0,04477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2662;0,03334;;2662;0,0638;;2662;0,04385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2765;0,03217;;2765;0,06305;;2765;0,04329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2867;0,03062;;2867;0,06286;;2867;0,04282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2970;0,0289;;2970;0,06284;;2970;0,04283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3072;0,028;;3072;0,06275;;3072;0,04335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3174;0,02802;;3174;0,06226;;3174;0,04337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3277;0,02864;;3277;0,06199;;3277;0,04355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3482;0,02996;;3482;0,06236;;3482;0,04319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3686;0,03131;;3686;0,06348;;3686;0,04326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3891;0,03145;;3891;0,06476;;3891;0,043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4096;0,03139;;4096;0,0655;;4096;0,04214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4301;0,03081;;4301;0,06553;;4301;0,04157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4506;0,03028;;4506;0,06512;;4506;0,04128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4710;0,02943;;4710;0,06603;;4710;0,04107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4915;0,02826;;4915;0,06771;;4915;0,04067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5120;0,02792;;5120;0,07074;;5120;0,04068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5325;0,02815;;5325;0,07227;;5325;0,04125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5530;0,02876;;5530;0,07343;;5530;0,0416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5734;0,02907;;5734;0,07364;;5734;0,04122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5939;0,02891;;5939;0,07391;;5939;0,04053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6144;0,02885;;6144;0,07341;;6144;0,04004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6349;0,02881;;6349;0,07336;;6349;0,0396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6554;0,02839;;6554;0,07249;;6554;0,03949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6963;0,02677;;6963;0,07091;;6963;0,03929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7373;0,02564;;7373;0,06825;;7373;0,03885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7782;0,02575;;7782;0,06573;;7782;0,03799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8192;0,02574;;8192;0,06236;;8192;0,03768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8602;0,02567;;8602;0,05932;;8602;0,03796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9011;0,02518;;9011;0,05736;;9011;0,03801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9421;0,02461;;9421;0,05676;;9421;0,03757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9830;0,02463;;9830;0,05646;;9830;0,03744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,02E+04;0,024;;1,02E+04;0,05685;;1,02E+04;0,03743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,07E+04;0,02427;;1,07E+04;0,05872;;1,07E+04;0,03711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,11E+04;0,02353;;1,11E+04;0,06034;;1,11E+04;0,03611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,15E+04;0,02469;;1,15E+04;0,06144;;1,15E+04;0,03476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,19E+04;0,02559;;1,19E+04;0,06163;;1,19E+04;0,03394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,23E+04;0,02663;;1,23E+04;0,06177;;1,23E+04;0,03303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,27E+04;0,02569;;1,27E+04;0,06205;;1,27E+04;0,03244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,31E+04;0,02504;;1,31E+04;0,06075;;1,31E+04;0,03173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,39E+04;0,02417;;1,39E+04;0,05704;;1,39E+04;0,03075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,48E+04;0,02409;;1,48E+04;0,05382;;1,48E+04;0,03035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,56E+04;0,02309;;1,56E+04;0,05143;;1,56E+04;0,03036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,64E+04;0,02204;;1,64E+04;0,05143;;1,64E+04;0,02998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,72E+04;0,02101;;1,72E+04;0,05255;;1,72E+04;0,02904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,80E+04;0,02098;;1,80E+04;0,05445;;1,80E+04;0,02726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,88E+04;0,02152;;1,88E+04;0,05444;;1,88E+04;0,02559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,97E+04;0,02225;;1,97E+04;0,05303;;1,97E+04;0,0244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,05E+04;0,02266;;2,05E+04;0,04975;;2,05E+04;0,02349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,13E+04;0,02197;;2,13E+04;0,04725;;2,13E+04;0,02297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,21E+04;0,02082;;2,21E+04;0,04479;;2,21E+04;0,02228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,29E+04;0,01949;;2,29E+04;0,04419;;2,29E+04;0,02146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,38E+04;0,01925;;2,38E+04;0,04357;;2,38E+04;0,02032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,46E+04;0,01896;;2,46E+04;0,04353;;2,46E+04;0,01983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,54E+04;0,01882;;2,54E+04;0,04264;;2,54E+04;0,01961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,62E+04;0,01825;;2,62E+04;0,04135;;2,62E+04;0,01956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,79E+04;0,01764;;2,79E+04;0,03829;;2,79E+04;0,01778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,95E+04;0,01668;;2,95E+04;0,03728;;2,95E+04;0,01661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,11E+04;0,01555;;3,11E+04;0,03669;;3,11E+04;0,01565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,28E+04;0,01448;;3,28E+04;0,03506;;3,28E+04;0,01459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,44E+04;0,01354;;3,44E+04;0,03238;;3,44E+04;0,01313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,60E+04;0,01294;;3,60E+04;0,03049;;3,60E+04;0,01201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,77E+04;0,01226;;3,77E+04;0,02922;;3,77E+04;0,01129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,93E+04;0,01155;;3,93E+04;0,02687;;3,93E+04;0,01103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,10E+04;0,01055;;4,10E+04;0,02492;;4,10E+04;0,01082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,26E+04;0,00998;;4,26E+04;0,02265;;4,26E+04;0,01029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,42E+04;0,009332;;4,42E+04;0,02176;;4,42E+04;0,009525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,59E+04;0,009111;;4,59E+04;0,02049;;4,59E+04;0,008483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,75E+04;0,008236;;4,75E+04;0,01976;;4,75E+04;0,008283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,92E+04;0,007895;;4,92E+04;0,01896;;4,92E+04;0,007911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,08E+04;0,007408;;5,08E+04;0,01769;;5,08E+04;0,007568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,24E+04;0,007037;;5,24E+04;0,01654;;5,24E+04;0,007346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,57E+04;0,006076;;5,57E+04;0,01406;;5,57E+04;0,007005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,90E+04;0,005247;;5,90E+04;0,01246;;5,90E+04;0,006723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,23E+04;0,004689;;6,23E+04;0,01113;;6,23E+04;0,00557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,55E+04;0,003983;;6,55E+04;0,009676;;6,55E+04;0,005125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,88E+04;0,003439;;6,88E+04;0,008477;;6,88E+04;0,004863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,21E+04;0,003061;;7,21E+04;0,007614;;7,21E+04;0,004808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,54E+04;0,002593;;7,54E+04;0,007111;;7,54E+04;0,005019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,86E+04;0,002285;;7,86E+04;0,006626;;7,86E+04;0,005127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,19E+04;0,002077;;8,19E+04;0,006027;;8,19E+04;0,005381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,52E+04;0,001985;;8,52E+04;0,005515;;8,52E+04;0,005189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,85E+04;0,002388;;8,85E+04;0,005101;;8,85E+04;0,004688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,18E+04;0,002533;;9,18E+04;0,004118;;9,18E+04;0,004379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,50E+04;0,002809;;9,50E+04;0,003917;;9,50E+04;0,004382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,83E+04;0,002782;;9,83E+04;0,003476;;9,83E+04;0,004817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,02E+05;0,002931;;1,02E+05;0,003416;;1,02E+05;0,005227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,05E+05;0,003134;;1,05E+05;0,002879;;1,05E+05;0,005184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,11E+05;0,003359;;1,11E+05;0,002465;;1,11E+05;0,004795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,18E+05;0,003609;;1,18E+05;0,002533;;1,18E+05;0,004523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,25E+05;0,003526;;1,25E+05;0,003112;;1,25E+05;0,004596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,31E+05;0,003448;;1,31E+05;0,003376;;1,31E+05;0,004495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,38E+05;0,003489;;1,38E+05;0,003554;;1,38E+05;0,004462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,44E+05;0,003579;;1,44E+05;0,003592;;1,44E+05;0,004269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,51E+05;0,003905;;1,51E+05;0,003876;;1,51E+05;0,004222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,57E+05;0,0039;;1,57E+05;0,004412;;1,57E+05;0,00396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,64E+05;0,004016;;1,64E+05;0,004809;;1,64E+05;0,003949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,70E+05;0,004061;;1,70E+05;0,005347;;1,70E+05;0,004169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,77E+05;0,004198;;1,77E+05;0,005359;;1,77E+05;0,004531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,84E+05;0,00441;;1,84E+05;0,005315;;1,84E+05;0,004713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,90E+05;0,004437;;1,90E+05;0,005349;;1,90E+05;0,004751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,97E+05;0,00463;;1,97E+05;0,005564;;1,97E+05;0,004932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,03E+05;0,004784;;2,03E+05;0,005701;;2,03E+05;0,005153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,10E+05;0,004864;;2,10E+05;0,00546;;2,10E+05;0,005053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,23E+05;0,004806;;2,23E+05;0,005028;;2,23E+05;0,004812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,36E+05;0,004905;;2,36E+05;0,004917;;2,36E+05;0,004693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,49E+05;0,004904;;2,49E+05;0,005356;;2,49E+05;0,004932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,62E+05;0,004859;;2,62E+05;0,005668;;2,62E+05;0,00502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,75E+05;0,004554;;2,75E+05;0,006175;;2,75E+05;0,005256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,88E+05;0,004313;;2,88E+05;0,006276;;2,88E+05;0,005381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,02E+05;0,00404;;3,02E+05;0,006418;;3,02E+05;0,005602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,15E+05;0,003568;;3,15E+05;0,006486;;3,15E+05;0,005766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,28E+05;0,003314;;3,28E+05;0,006935;;3,28E+05;0,006153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,41E+05;0,003218;;3,41E+05;0,007715;;3,41E+05;0,006369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,54E+05;0,003238;;3,54E+05;0,008748;;3,54E+05;0,006548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,67E+05;0,003343;;3,67E+05;0,009491;;3,67E+05;0,006398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,80E+05;0,003458;;3,80E+05;0,009826;;3,80E+05;0,006448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,93E+05;0,003944;;3,93E+05;0,009972;;3,93E+05;0,006614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,06E+05;0,004156;;4,06E+05;0,0104;;4,06E+05;0,00711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,19E+05;0,004528;;4,19E+05;0,01044;;4,19E+05;0,007423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,46E+05;0,00506;;4,46E+05;0,009956;;4,46E+05;0,007595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,72E+05;0,005784;;4,72E+05;0,009106;;4,72E+05;0,007542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,98E+05;0,005738;;4,98E+05;0,008838;;4,98E+05;0,007348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,24E+05;0,00559;;5,24E+05;0,008935;;5,24E+05;0,007303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,51E+05;0,005368;;5,51E+05;0,009461;;5,51E+05;0,007346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,77E+05;0,006143;;5,77E+05;0,01018;;5,77E+05;0,007391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,03E+05;0,006913;;6,03E+05;0,01057;;6,03E+05;0,007633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,29E+05;0,00744;;6,29E+05;0,01114;;6,29E+05;0,007996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,55E+05;0,007282;;6,55E+05;0,01129;;6,55E+05;0,008334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,82E+05;0,007203;;6,82E+05;0,01173;;6,82E+05;0,00854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,08E+05;0,007411;;7,08E+05;0,01218;;7,08E+05;0,008616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,34E+05;0,007516;;7,34E+05;0,01247;;7,34E+05;0,008885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,60E+05;0,007326;;7,60E+05;0,01269;;7,60E+05;0,009155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,86E+05;0,006925;;7,86E+05;0,01277;;7,86E+05;0,00983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,13E+05;0,006612;;8,13E+05;0,01327;;8,13E+05;0,01041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,39E+05;0,006662;;8,39E+05;0,01345;;8,39E+05;0,01116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,91E+05;0,006877;;8,91E+05;0,01289;;8,91E+05;0,01133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,44E+05;0,006554;;9,44E+05;0,01202;;9,44E+05;0,01065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,96E+05;0,00581;;9,96E+05;0,01111;;9,96E+05;0,009507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,05E+06;0,005059;;1,05E+06;0,01102;;1,05E+06;0,008794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,10E+06;0,00446;;1,10E+06;0,0108;;1,10E+06;0,008893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
