Time (µs) - Sample 4 [Steady state] test1;Correlation Coefficient (g₂-1) - Sample 4 [Steady state] test1;;Time (µs) - Sample 4 [Steady state] test2;Correlation Coefficient (g₂-1) - Sample 4 [Steady state] test2;;Time (µs) - Sample 4 [Steady state] test3;Correlation Coefficient (g₂-1) - Sample 4 [Steady state] test3;;;;Size (d.nm) - Sample 4 [Steady state] test1;Intensity (Percent) - Sample 4 [Steady state] test1;;Size (d.nm) - Sample 4 [Steady state] test2;Intensity (Percent) - Sample 4 [Steady state] test2;;Size (d.nm) - Sample 4 [Steady state] test3;Intensity (Percent) - Sample 4 [Steady state] test3;;;;Size (d.nm) - Sample 4 [Steady state] test1;Number (Percent) - Sample 4 [Steady state] test1;;Size (d.nm) - Sample 4 [Steady state] test2;Number (Percent) - Sample 4 [Steady state] test2;;Size (d.nm) - Sample 4 [Steady state] test3;Number (Percent) - Sample 4 [Steady state] test3;;;;Size (d.nm) - Sample 4 [Steady state] test1;Volume (Percent) - Sample 4 [Steady state] test1;;Size (d.nm) - Sample 4 [Steady state] test2;Volume (Percent) - Sample 4 [Steady state] test2;;Size (d.nm) - Sample 4 [Steady state] test3;Volume (Percent) - Sample 4 [Steady state] test3
0,225;0,993;;0,225;1,034;;0,225;1,005;;;;1,578;0;;1,578;0;;1,578;0;;;;1,578;0;;1,578;0;;1,578;0;;;;1,578;0;;1,578;0;;1,578;0
0,2375;0,9895;;0,2375;1,035;;0,2375;1,001;;;;1,835;0;;1,835;0;;1,835;0;;;;1,835;0;;1,835;0;;1,835;0;;;;1,835;0;;1,835;0;;1,835;0
0,25;0,9876;;0,25;1,032;;0,25;1,002;;;;2,134;0;;2,134;0;;2,134;0;;;;2,134;0;;2,134;0;;2,134;0;;;;2,134;0;;2,134;0;;2,134;0
0,2625;0,9877;;0,2625;1,036;;0,2625;0,9984;;;;2,482;0;;2,482;0;;2,482;0;;;;2,482;0;;2,482;0;;2,482;0;;;;2,482;0;;2,482;0;;2,482;0
0,275;0,9859;;0,275;1,036;;0,275;0,9996;;;;2,886;0;;2,886;0;;2,886;0;;;;2,886;0;;2,886;0;;2,886;0;;;;2,886;0;;2,886;0;;2,886;0
0,2875;0,9835;;0,2875;1,036;;0,2875;0,9997;;;;3,357;0;;3,357;0;;3,357;0;;;;3,357;0;;3,357;0;;3,357;0;;;;3,357;0;;3,357;0;;3,357;0
0,3;0,9869;;0,3;1,038;;0,3;0,9992;;;;3,903;0;;3,903;0;;3,903;0;;;;3,903;0;;3,903;0;;3,903;0;;;;3,903;0;;3,903;0;;3,903;0
0,3125;0,9858;;0,3125;1,035;;0,3125;0,9992;;;;4,539;0;;4,539;0;;4,539;0;;;;4,539;0;;4,539;0;;4,539;0;;;;4,539;0;;4,539;0;;4,539;0
0,325;0,9854;;0,325;1,035;;0,325;0,9978;;;;5,279;0;;5,279;0;;5,279;0;;;;5,279;0;;5,279;0;;5,279;0;;;;5,279;0;;5,279;0;;5,279;0
0,3375;0,9796;;0,3375;1,031;;0,3375;0,9996;;;;6,139;0;;6,139;0;;6,139;0;;;;6,139;0;;6,139;0;;6,139;0;;;;6,139;0;;6,139;0;;6,139;0
0,35;0,9776;;0,35;1,031;;0,35;0,9995;;;;7,139;0;;7,139;0;;7,139;0;;;;7,139;0;;7,139;0;;7,139;0;;;;7,139;0;;7,139;0;;7,139;0
0,3625;0,979;;0,3625;1,028;;0,3625;0,9968;;;;8,302;0;;8,302;0;;8,302;0;;;;8,302;0;;8,302;0;;8,302;0;;;;8,302;0;;8,302;0;;8,302;0
0,375;0,9792;;0,375;1,029;;0,375;0,9954;;;;9,655;0;;9,655;0;;9,655;0;;;;9,655;0;;9,655;0;;9,655;0;;;;9,655;0;;9,655;0;;9,655;0
0,3875;0,9833;;0,3875;1,025;;0,3875;0,9962;;;;11,23;0;;11,23;0;;11,23;0;;;;11,23;0;;11,23;0;;11,23;0;;;;11,23;0;;11,23;0;;11,23;0
0,4;0,982;;0,4;1,027;;0,4;0,9999;;;;13,06;0;;13,06;0;;13,06;0;;;;13,06;0;;13,06;0;;13,06;0;;;;13,06;0;;13,06;0;;13,06;0
0,425;0,98;;0,425;1,027;;0,425;0,9996;;;;15,18;0;;15,18;0;;15,18;0;;;;15,18;0;;15,18;0;;15,18;0;;;;15,18;0;;15,18;0;;15,18;0
0,45;0,9756;;0,45;1,029;;0,45;0,9989;;;;17,66;0;;17,66;0;;17,66;0;;;;17,66;0;;17,66;0;;17,66;0;;;;17,66;0;;17,66;0;;17,66;0
0,475;0,9728;;0,475;1,032;;0,475;0,9948;;;;20,53;0;;20,53;0;;20,53;0;;;;20,53;0;;20,53;0;;20,53;0;;;;20,53;0;;20,53;0;;20,53;0
0,5;0,9763;;0,5;1,028;;0,5;0,9957;;;;23,88;0;;23,88;0;;23,88;0;;;;23,88;0;;23,88;0;;23,88;0;;;;23,88;0;;23,88;0;;23,88;0
0,525;0,9773;;0,525;1,029;;0,525;0,9928;;;;27,77;0;;27,77;0;;27,77;0;;;;27,77;5,374;;27,77;2,987;;27,77;3,295;;;;27,77;1,943;;27,77;1,068;;27,77;1,092
0,55;0,9783;;0,55;1,026;;0,55;0,9939;;;;32,3;0,5768;;32,3;0,3683;;32,3;0,3307;;;;32,3;18,84;;32,3;15,31;;32,3;14,88;;;;32,3;8,488;;32,3;7,392;;32,3;6,504
0,575;0,9748;;0,575;1,027;;0,575;0,9925;;;;37,56;2,139;;37,56;2,836;;37,56;2,048;;;;37,56;27,68;;37,56;29,19;;37,56;26,92;;;;37,56;16,61;;37,56;18,23;;37,56;15,51
0,6;0,9738;;0,6;1,028;;0,6;0,9933;;;;43,68;3,968;;43,68;5,611;;43,68;4,278;;;;43,68;23,58;;43,68;27,99;;43,68;26,27;;;;43,68;20,12;;43,68;23,58;;43,68;20,88
0,625;0,9756;;0,625;1,027;;0,625;0,9904;;;;50,79;5,186;;50,79;6,588;;50,79;5,78;;;;50,79;14,01;;50,79;15,88;;50,79;16,44;;;;50,79;17,67;;50,79;19,2;;50,79;19,08
0,65;0,9769;;0,65;1,025;;0,65;0,9917;;;;59,07;5,331;;59,07;5,113;;59,07;5,876;;;;59,07;6,494;;59,07;6,116;;59,07;7,668;;;;59,07;12,35;;59,07;10,78;;59,07;13,31
0,675;0,9748;;0,675;1,024;;0,675;0,9918;;;;68,69;4,553;;68,69;2,338;;68,69;4,77;;;;68,69;2,5;;68,69;1,599;;68,69;2,867;;;;68,69;7,264;;68,69;4,101;;68,69;7,552
0,7;0,9743;;0,7;1,021;;0,7;0,9935;;;;79,88;3,496;;79,88;0,4726;;79,88;3,368;;;;79,88;0,8535;;79,88;0,2781;;79,88;0,9213;;;;79,88;3,882;;79,88;1,155;;79,88;3,792
0,725;0,9712;;0,725;1,022;;0,725;0,992;;;;92,89;2,984;;92,89;1,487;;92,89;2,794;;;;92,89;0,3014;;92,89;0,1121;;92,89;0,3102;;;;92,89;2,259;;92,89;1,114;;92,89;2,145
0,75;0,9697;;0,75;1,021;;0,75;0,9908;;;;108;3,643;;108;5,902;;108;3,843;;;;108;0,1442;;108;0,1594;;108;0,1583;;;;108;1,858;;108;2,366;;108;1,921
0,775;0,9666;;0,775;1,02;;0,775;0,9891;;;;125,6;5,619;;125,6;12,24;;125,6;6,56;;;;125,6;0,1031;;125,6;0,178;;125,6;0,1257;;;;125,6;2,233;;125,6;3,912;;125,6;2,531
0,8;0,9662;;0,8;1,018;;0,8;0,9888;;;;146,1;8,456;;146,1;17,5;;146,1;10,13;;;;146,1;0,07471;;146,1;0,1354;;146,1;0,09479;;;;146,1;2,284;;146,1;4,042;;146,1;2,661
0,85;0,9677;;0,85;1,018;;0,85;0,9875;;;;169,9;11,22;;169,9;18,58;;169,9;13,13;;;;169,9;0,03314;;169,9;0,05529;;169,9;0,04203;;;;169,9;1,352;;169,9;2,138;;169,9;1,562
0,9;0,9677;;0,9;1,02;;0,9;0,987;;;;197,6;12,8;;197,6;14,21;;197,6;14,08;;;;197,6;0,008341;;197,6;0,009623;;197,6;0,01002;;;;197,6;0,6031;;197,6;0,6265;;197,6;0,6533
0,95;0,9675;;0,95;1,018;;0,95;0,9866;;;;229,8;12,37;;229,8;6,445;;229,8;12,17;;;;229,8;0,003693;;229,8;0,002371;;229,8;0,004017;;;;229,8;0,4303;;229,8;0,2296;;229,8;0,4163
1;0,9663;;1;1,017;;1;0,9856;;;;267,2;9,792;;267,2;0,3004;;267,2;7,861;;;;267,2;0,001765;;267,2;0,0003847;;267,2;0,001618;;;;267,2;0,3209;;267,2;0,05113;;267,2;0,2558
1,05;0,9671;;1,05;1,014;;1,05;0,9846;;;;310,7;5,83;;310,7;0;;310,7;2,982;;;;310,7;0,0007724;;310,7;1,06E-05;;310,7;0,0005233;;;;310,7;0,2098;;310,7;0,002155;;310,7;0,1177
1,1;0,966;;1,1;1,015;;1,1;0,9843;;;;361,3;2,031;;361,3;0;;361,3;0;;;;361,3;0,000251;;361,3;0;;361,3;9,06E-05;;;;361,3;0,09656;;361,3;0;;361,3;0,02674
1,15;0,965;;1,15;1,015;;1,15;0,9839;;;;420,2;0;;420,2;0;;420,2;0;;;;420,2;4,27E-05;;420,2;0;;420,2;0;;;;420,2;0,02162;;420,2;0;;420,2;0
1,2;0,962;;1,2;1,015;;1,2;0,9839;;;;488,7;0;;488,7;0;;488,7;0;;;;488,7;0;;488,7;0;;488,7;0;;;;488,7;0;;488,7;0;;488,7;0
1,25;0,9625;;1,25;1,014;;1,25;0,983;;;;568,3;0;;568,3;0;;568,3;0;;;;568,3;0;;568,3;0;;568,3;0;;;;568,3;0;;568,3;0;;568,3;0
1,3;0,962;;1,3;1,012;;1,3;0,9807;;;;660,9;0;;660,9;0;;660,9;0;;;;660,9;0;;660,9;0;;660,9;0;;;;660,9;0;;660,9;0;;660,9;0
1,35;0,9616;;1,35;1,014;;1,35;0,98;;;;768,5;0;;768,5;0;;768,5;0;;;;768,5;0;;768,5;0;;768,5;0;;;;768,5;0;;768,5;0;;768,5;0
1,4;0,9603;;1,4;1,015;;1,4;0,9801;;;;893,8;0;;893,8;0;;893,8;0;;;;893,8;0;;893,8;0;;893,8;0;;;;893,8;0;;893,8;0;;893,8;0
1,45;0,961;;1,45;1,013;;1,45;0,98;;;;1039;0;;1039;0;;1039;0;;;;1039;0;;1039;0;;1039;0;;;;1039;0;;1039;0;;1039;0
1,5;0,9605;;1,5;1,009;;1,5;0,9785;;;;1209;0;;1209;0;;1209;0;;;;1209;0;;1209;0;;1209;0;;;;1209;0;;1209;0;;1209;0
1,55;0,9596;;1,55;1,005;;1,55;0,9758;;;;1406;0;;1406;0;;1406;0;;;;1406;0;;1406;0;;1406;0;;;;1406;0;;1406;0;;1406;0
1,6;0,9575;;1,6;1,006;;1,6;0,9754;;;;1635;0;;1635;0;;1635;0;;;;1635;0;;1635;0;;1635;0;;;;1635;0;;1635;0;;1635;0
1,7;0,956;;1,7;1,006;;1,7;0,9743;;;;1901;0;;1901;0;;1901;0;;;;1901;0;;1901;0;;1901;0;;;;1901;0;;1901;0;;1901;0
1,8;0,9545;;1,8;1,006;;1,8;0,9742;;;;2211;0;;2211;0;;2211;0;;;;2211;0;;2211;0;;2211;0;;;;2211;0;;2211;0;;2211;0
1,9;0,9539;;1,9;1,004;;1,9;0,9731;;;;2571;0;;2571;0;;2571;0;;;;2571;0;;2571;0;;2571;0;;;;2571;0;;2571;0;;2571;0
2;0,952;;2;1,003;;2;0,9716;;;;2990;0;;2990;0;;2990;0;;;;2990;0;;2990;0;;2990;0;;;;2990;0;;2990;0;;2990;0
2,1;0,9527;;2,1;1,003;;2,1;0,9691;;;;3477;0;;3477;0;;3477;0;;;;3477;0;;3477;0;;3477;0;;;;3477;0;;3477;0;;3477;0
2,2;0,9518;;2,2;1,002;;2,2;0,9681;;;;4043;0;;4043;0;;4043;0;;;;4043;0;;4043;0;;4043;0;;;;4043;0;;4043;0;;4043;0
2,3;0,9509;;2,3;1,001;;2,3;0,9668;;;;4702;0;;4702;0;;4702;0;;;;4702;0;;4702;0;;4702;0;;;;4702;0;;4702;0;;4702;0
2,4;0,9489;;2,4;0,9991;;2,4;0,9658;;;;5468;0;;5468;0;;5468;0;;;;5468;0;;5468;0;;5468;0;;;;5468;0;;5468;0;;5468;0
2,5;0,9466;;2,5;0,9974;;2,5;0,9633;;;;6358;0;;6358;0;;6358;0;;;;6358;0;;6358;0;;6358;0;;;;6358;0;;6358;0;;6358;0
2,6;0,9444;;2,6;0,9946;;2,6;0,9613;;;;7394;0;;7394;0;;7394;0;;;;7394;0;;7394;0;;7394;0;;;;7394;0;;7394;0;;7394;0
2,7;0,9426;;2,7;0,9915;;2,7;0,9592;;;;8599;0;;8599;0;;8599;0;;;;8599;0;;8599;0;;8599;0;;;;8599;0;;8599;0;;8599;0
2,8;0,9422;;2,8;0,9897;;2,8;0,9587;;;;1,00E+04;0;;1,00E+04;0;;1,00E+04;0;;;;1,00E+04;0;;1,00E+04;0;;1,00E+04;0;;;;1,00E+04;0;;1,00E+04;0;;1,00E+04;0
2,9;0,9405;;2,9;0,9905;;2,9;0,9578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;0,9382;;3;0,9903;;3;0,9575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,1;0,9363;;3,1;0,9897;;3,1;0,9567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,2;0,9357;;3,2;0,9874;;3,2;0,9554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,4;0,9346;;3,4;0,9839;;3,4;0,9526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,6;0,932;;3,6;0,9813;;3,6;0,9501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,8;0,9287;;3,8;0,9779;;3,8;0,9475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;0,9253;;4;0,9752;;4;0,9443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,2;0,9225;;4,2;0,9714;;4,2;0,9409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,4;0,9192;;4,4;0,9698;;4,4;0,9375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,6;0,9164;;4,6;0,9679;;4,6;0,9344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4,8;0,9135;;4,8;0,966;;4,8;0,9321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;0,9118;;5;0,9629;;5;0,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,2;0,9097;;5,2;0,961;;5,2;0,9284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,4;0,9074;;5,4;0,959;;5,4;0,9253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,6;0,9045;;5,6;0,9569;;5,6;0,9225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5,8;0,9012;;5,8;0,9537;;5,8;0,9198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;0,8994;;6;0,9511;;6;0,9172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,2;0,8967;;6,2;0,9479;;6,2;0,9142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,4;0,8948;;6,4;0,9453;;6,4;0,9113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6,8;0,8886;;6,8;0,9402;;6,8;0,9071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,2;0,8838;;7,2;0,9361;;7,2;0,9025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7,6;0,879;;7,6;0,9314;;7,6;0,8974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;0,8741;;8;0,9263;;8;0,8916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,4;0,8697;;8,4;0,9211;;8,4;0,8867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8,8;0,8655;;8,8;0,9163;;8,8;0,8823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,2;0,8609;;9,2;0,9119;;9,2;0,8779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9,6;0,8561;;9,6;0,9071;;9,6;0,8739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;0,8512;;10;0,902;;10;0,8691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10,4;0,8465;;10,4;0,8969;;10,4;0,8645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10,8;0,8416;;10,8;0,8926;;10,8;0,8598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11,2;0,8375;;11,2;0,889;;11,2;0,8552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11,6;0,8335;;11,6;0,8844;;11,6;0,8513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;0,8289;;12;0,8798;;12;0,847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12,4;0,8238;;12,4;0,8748;;12,4;0,8427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12,8;0,8189;;12,8;0,8709;;12,8;0,838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13,6;0,8101;;13,6;0,8629;;13,6;0,8293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14,4;0,8017;;14,4;0,8545;;14,4;0,8204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15,2;0,7932;;15,2;0,8456;;15,2;0,8114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;0,7848;;16;0,837;;16;0,803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16,8;0,7763;;16,8;0,8292;;16,8;0,795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17,6;0,7685;;17,6;0,8216;;17,6;0,7874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18,4;0,7609;;18,4;0,8142;;18,4;0,7793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19,2;0,7531;;19,2;0,8066;;19,2;0,7713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;0,7455;;20;0,799;;20;0,7635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20,8;0,7374;;20,8;0,7915;;20,8;0,7561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21,6;0,7303;;21,6;0,7837;;21,6;0,749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22,4;0,7228;;22,4;0,7767;;22,4;0,7418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23,2;0,7155;;23,2;0,7696;;23,2;0,7348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;0,7079;;24;0,7626;;24;0,7278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24,8;0,7007;;24,8;0,756;;24,8;0,721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25,6;0,6943;;25,6;0,7491;;25,6;0,7141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27,2;0,6814;;27,2;0,7361;;27,2;0,7007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28,8;0,6683;;28,8;0,7229;;28,8;0,6875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30,4;0,6553;;30,4;0,7102;;30,4;0,6748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;0,6428;;32;0,6979;;32;0,6623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33,6;0,6309;;33,6;0,6861;;33,6;0,6505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35,2;0,6192;;35,2;0,6749;;35,2;0,639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36,8;0,6081;;36,8;0,6636;;36,8;0,6278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38,4;0,5972;;38,4;0,6526;;38,4;0,6166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;0,5865;;40;0,6421;;40;0,606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41,6;0,5762;;41,6;0,632;;41,6;0,5951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43,2;0,5666;;43,2;0,6222;;43,2;0,585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44,8;0,5567;;44,8;0,6122;;44,8;0,5752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46,4;0,5469;;46,4;0,6025;;46,4;0,566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;0,5368;;48;0,5933;;48;0,5568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49,6;0,5276;;49,6;0,5844;;49,6;0,5476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51,2;0,5188;;51,2;0,5759;;51,2;0,5388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54,4;0,5021;;54,4;0,5589;;54,4;0,5218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57,6;0,486;;57,6;0,5429;;57,6;0,5057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60,8;0,4704;;60,8;0,5276;;60,8;0,4904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;0,4555;;64;0,5131;;64;0,4758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67,2;0,4414;;67,2;0,499;;67,2;0,4619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70,4;0,4283;;70,4;0,4856;;70,4;0,4486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73,6;0,4157;;73,6;0,4729;;73,6;0,4361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76,8;0,4039;;76,8;0,461;;76,8;0,424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;0,3923;;80;0,4496;;80;0,4126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83,2;0,3813;;83,2;0,4384;;83,2;0,4015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86,4;0,3706;;86,4;0,4277;;86,4;0,3911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89,6;0,3605;;89,6;0,4177;;89,6;0,3809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92,8;0,3508;;92,8;0,4083;;92,8;0,3713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;0,3417;;96;0,3993;;96;0,362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99,2;0,3328;;99,2;0,3904;;99,2;0,3532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102,4;0,3246;;102,4;0,3823;;102,4;0,3449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108,8;0,3089;;108,8;0,3668;;108,8;0,3292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115,2;0,2943;;115,2;0,3523;;115,2;0,3145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121,6;0,2809;;121,6;0,3386;;121,6;0,3011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;0,2681;;128;0,3261;;128;0,2886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134,4;0,2562;;134,4;0,3145;;134,4;0,2771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140,8;0,245;;140,8;0,3036;;140,8;0,2664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147,2;0,2348;;147,2;0,2935;;147,2;0,2564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153,6;0,2255;;153,6;0,284;;153,6;0,2469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;0,2169;;160;0,2751;;160;0,238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166,4;0,2087;;166,4;0,2667;;166,4;0,2298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
